,SuhuMin,Kelembaban9am,Kelembaban3pm,BersaljuHariIni,Awan9am,Awan3pm,Hujan,KecepatanAnginTerkencang,bersalju_besok,prediction
154,5.6,55.0,52.0,0,2.0,7.0,0.0,56.0,0,0
155,13.8,87.0,41.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
156,19.6,67.0,49.0,0,5.0,5.0,0.0,35.0,0,0
157,15.1,85.0,64.0,1,4.4508929235253,4.516139514731369,2.0,44.0,0,0
158,10.8,65.0,34.0,0,4.4508929235253,3.0,0.0,31.0,0,0
159,6.9,80.0,61.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
160,20.2,69.0,62.0,1,6.0,6.0,1.6,40.032002287991006,1,0
161,7.1,52.0,30.0,0,4.4508929235253,4.516139514731369,0.0,48.0,0,0
162,13.8,62.0,51.0,1,4.4508929235253,4.516139514731369,1.6,50.0,0,0
163,10.2,57.0,38.0,0,6.0,4.0,0.0,20.0,0,0
164,14.5,56.0,22.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
165,12.6,65.0,72.0,0,4.4508929235253,4.516139514731369,0.0,28.0,1,0
166,10.1,63.0,36.0,0,6.0,7.0,0.0,40.032002287991006,1,0
167,9.0,68.0,61.0,0,4.4508929235253,4.516139514731369,0.0,59.0,0,0
168,5.8,53.0,32.0,0,1.0,3.0,0.0,46.0,0,0
169,18.3,81.0,52.0,0,8.0,3.0,1.0,37.0,0,0
170,0.3,79.0,46.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
171,14.8,81.0,50.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
172,11.6,52.0,35.0,0,4.4508929235253,4.516139514731369,0.0,44.0,1,0
173,16.3,72.0,17.0,0,4.4508929235253,4.516139514731369,0.0,39.0,1,0
174,20.5,78.0,75.0,0,4.4508929235253,4.516139514731369,0.0,35.0,1,0
175,6.3,94.0,74.0,0,4.4508929235253,4.516139514731369,1.0,13.0,1,0
176,5.9,82.0,28.0,0,4.4508929235253,4.516139514731369,0.0,50.0,0,0
177,11.3,65.0,58.0,1,7.0,4.0,1.2,40.032002287991006,1,0
178,20.0,68.89557674171047,51.56762611023353,0,4.4508929235253,4.516139514731369,0.0,13.0,0,0
179,7.8,34.0,13.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
180,14.2,75.0,60.0,0,4.4508929235253,4.516139514731369,0.0,15.0,1,0
181,3.7,100.0,67.0,0,4.4508929235253,4.516139514731369,0.0,15.0,0,0
182,18.8,61.0,57.0,0,7.0,7.0,0.0,39.0,0,0
183,9.8,55.0,75.0,1,4.0,7.0,1.2,54.0,0,0
184,8.3,56.0,45.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
185,11.0,72.0,52.0,0,4.0,4.0,0.0,54.0,1,0
186,17.9,80.0,59.0,0,4.4508929235253,4.516139514731369,0.0,57.0,1,0
187,6.6,74.0,81.0,0,7.0,8.0,0.0,44.0,1,0
188,3.9,82.0,61.0,0,1.0,7.0,0.2,31.0,0,0
189,17.6,83.0,69.0,0,8.0,7.0,0.6,30.0,0,0
190,11.3,74.0,37.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
191,21.8,61.0,56.0,0,7.0,3.0,0.0,31.0,1,0
192,11.3,76.0,91.0,0,4.4508929235253,4.516139514731369,0.0,44.0,1,1
193,16.7,65.0,69.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
194,10.4,48.0,58.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
195,14.5,54.0,44.0,0,4.4508929235253,8.0,0.0,41.0,1,0
196,18.1,36.0,24.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
197,10.4,66.0,65.0,1,4.4508929235253,4.516139514731369,1.4,31.0,0,0
198,5.2,95.0,54.0,0,7.0,6.0,0.0,28.0,0,0
199,14.8,64.0,47.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
200,6.5,76.0,59.0,0,4.4508929235253,4.516139514731369,0.0,19.0,0,0
201,6.8,49.0,82.0,0,5.0,7.0,0.0,57.0,1,1
202,3.4,66.0,44.0,1,1.0,5.0,1.2,37.0,0,0
203,6.6,99.0,93.0,1,8.0,8.0,1.6,35.0,1,1
204,26.7,42.0,27.0,0,3.0,6.0,0.0,59.0,1,0
205,23.0,75.0,70.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0,0
206,12.0,84.0,74.0,0,8.0,4.516139514731369,0.0,28.0,0,0
207,10.5,82.0,61.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0,0
208,13.0,58.0,64.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
209,0.3,71.0,36.0,0,3.0,5.0,0.0,28.0,0,0
210,5.8,76.0,40.0,0,7.0,7.0,0.0,33.0,0,0
211,11.5,69.0,37.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
212,24.7,77.0,72.0,0,3.0,4.0,0.0,30.0,1,0
213,13.5,61.0,50.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
214,13.2,48.0,47.0,0,8.0,4.516139514731369,0.0,39.0,0,0
215,5.5,83.0,50.0,0,3.0,7.0,0.0,30.0,0,0
216,8.2,66.0,48.0,0,3.0,5.0,0.0,24.0,0,0
217,12.4,53.0,38.0,0,6.0,5.0,0.0,37.0,0,0
218,19.2,85.0,74.0,0,4.4508929235253,4.516139514731369,0.0,17.0,0,0
219,18.6,60.0,76.0,0,4.4508929235253,4.516139514731369,0.0,50.0,0,0
220,7.9,83.0,48.0,0,4.4508929235253,4.516139514731369,0.2,30.0,0,0
221,7.7,87.0,92.0,0,4.4508929235253,4.516139514731369,0.2,33.0,1,1
222,8.2,56.0,37.0,0,6.0,7.0,0.0,39.0,0,0
223,12.2,55.0,51.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
224,12.5,72.0,69.0,0,1.0,8.0,0.0,52.0,0,0
225,9.9,77.0,69.0,0,4.4508929235253,4.516139514731369,0.0,48.0,1,0
226,9.1,34.0,36.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
227,22.5,98.0,82.0,0,4.4508929235253,4.516139514731369,0.2,22.0,1,0
228,21.9,57.0,52.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
229,7.9,99.0,66.0,0,4.4508929235253,4.516139514731369,0.0,28.0,0,0
230,6.0,51.0,45.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
231,10.6,60.0,29.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0,0
232,6.5,52.0,32.0,0,0.0,6.0,0.0,37.0,0,0
233,9.9,79.0,51.56762611023353,0,5.0,4.516139514731369,0.0,40.032002287991006,0,0
234,0.8,100.0,82.0,0,4.4508929235253,4.516139514731369,0.2,40.032002287991006,0,0
235,13.2,77.0,75.0,0,4.4508929235253,4.516139514731369,0.8,52.0,0,0
236,21.2,74.0,77.0,0,8.0,8.0,0.0,40.032002287991006,1,0
237,11.7,73.0,60.0,0,4.4508929235253,4.516139514731369,0.2,31.0,0,0
238,11.5,59.0,76.0,0,4.4508929235253,4.516139514731369,0.0,37.0,1,0
239,15.3,70.0,22.0,0,4.4508929235253,4.516139514731369,0.0,17.0,0,0
240,15.7,81.0,73.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
241,7.0,53.0,47.0,0,4.4508929235253,4.516139514731369,0.0,28.0,1,0
242,20.9,83.0,83.0,1,4.4508929235253,4.516139514731369,2.0,41.0,1,0
243,4.3,47.0,12.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
244,19.0,45.0,51.56762611023353,0,0.0,4.516139514731369,0.0,41.0,0,0
245,7.5,49.0,29.0,0,4.4508929235253,4.516139514731369,0.0,22.0,0,0
246,3.7,67.0,28.0,0,4.4508929235253,4.516139514731369,0.0,30.0,0,0
247,9.0,51.0,26.0,0,1.0,4.516139514731369,0.0,43.0,0,0
248,3.8,78.0,50.0,0,4.4508929235253,4.516139514731369,0.2,24.0,0,0
249,11.0,86.0,83.0,0,6.0,8.0,0.0,37.0,0,0
250,22.1,49.0,35.0,0,7.0,6.0,0.0,39.0,0,0
251,11.9,48.0,30.0,0,5.0,5.0,0.0,52.0,0,0
252,11.4,86.0,76.0,0,4.4508929235253,4.516139514731369,0.0,19.0,1,0
253,16.5,61.0,45.0,0,7.0,4.0,0.4,40.032002287991006,0,0
254,1.3,77.0,30.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
255,9.6,97.0,68.0,0,8.0,6.0,0.0,40.032002287991006,0,0
256,8.0,38.0,16.0,0,4.0,3.0,0.0,56.0,0,0
257,25.2,76.0,51.56762611023353,0,0.0,4.516139514731369,0.0,33.0,0,0
258,1.9,74.0,40.0,0,4.4508929235253,4.516139514731369,0.0,41.0,0,0
259,21.4,71.0,69.0,1,6.0,3.0,2.0,33.0,0,0
260,15.7,74.0,58.0,0,7.0,7.0,0.0,44.0,0,0
261,19.3,83.0,44.0,0,7.0,7.0,0.6,28.0,0,0
262,7.7,80.0,66.0,0,7.0,3.0,0.0,31.0,0,0
263,10.2,82.0,93.0,0,6.0,7.0,0.0,40.032002287991006,1,1
264,0.1,100.0,53.0,0,3.0,6.0,0.0,15.0,0,0
265,10.3,75.0,53.0,0,7.0,3.0,0.0,50.0,0,0
266,16.2,52.0,38.0,0,1.0,7.0,0.0,33.0,0,0
267,16.4,72.0,71.0,0,2.0,5.0,0.0,35.0,0,0
268,17.1,84.0,80.0,0,4.4508929235253,4.516139514731369,0.4,37.0,0,0
269,19.1,100.0,100.0,1,4.4508929235253,4.516139514731369,1.8,39.0,1,1
270,6.6,97.0,48.0,0,6.0,5.0,0.6,35.0,0,0
271,20.2,38.0,19.0,0,4.4508929235253,4.516139514731369,0.0,52.0,0,0
272,6.6,61.0,40.0,0,8.0,7.0,0.0,37.0,0,0
273,13.9,56.0,48.0,0,7.0,7.0,0.0,61.0,0,0
274,6.1,78.0,59.0,0,5.0,7.0,0.0,20.0,0,0
275,22.3,51.0,40.0,0,6.0,7.0,0.0,46.0,0,0
276,13.0,71.0,74.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
277,4.8,98.0,64.0,0,2.0,8.0,0.2,48.0,0,0
278,14.9,73.0,60.0,0,4.4508929235253,4.516139514731369,0.0,41.0,1,0
279,6.4,81.0,56.0,0,5.0,6.0,0.0,43.0,0,0
280,5.4,83.0,57.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
281,8.4,94.0,40.0,0,4.0,3.0,0.0,31.0,0,0
282,10.7,98.0,77.0,0,8.0,8.0,0.0,31.0,0,0
283,8.3,84.0,64.0,0,6.0,6.0,0.0,26.0,0,0
284,12.7,65.0,37.0,0,4.4508929235253,4.516139514731369,0.0,33.0,0,0
285,9.4,92.0,67.0,0,8.0,4.0,0.0,17.0,1,0
286,15.5,75.0,55.0,0,4.4508929235253,4.516139514731369,0.0,35.0,1,0
287,6.9,37.0,47.0,0,4.4508929235253,4.516139514731369,0.6,28.0,1,0
288,20.3,81.0,53.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
289,9.1,36.0,21.0,0,0.0,5.0,0.0,30.0,0,0
290,8.0,43.0,24.0,0,4.4508929235253,4.516139514731369,0.0,35.0,0,0
291,9.4,63.0,32.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
292,3.3,58.0,30.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
293,15.2,69.0,92.0,0,1.0,5.0,0.0,40.032002287991006,0,1
294,18.9,62.0,36.0,0,1.0,3.0,0.0,39.0,0,0
295,13.8,86.0,30.0,0,4.4508929235253,4.516139514731369,0.0,44.0,0,0
296,10.4,75.0,48.0,0,6.0,7.0,0.0,35.0,0,0
297,14.5,70.0,67.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
298,13.6,41.0,30.0,0,0.0,4.516139514731369,0.0,50.0,0,0
299,22.6,59.0,59.0,0,4.4508929235253,4.516139514731369,0.0,43.0,0,0
300,6.1,52.0,48.0,0,4.4508929235253,4.516139514731369,0.2,35.0,0,0
301,20.4,89.0,58.0,0,4.4508929235253,4.516139514731369,0.4,28.0,0,0
302,6.7,60.0,32.0,0,1.0,6.0,0.0,46.0,0,0
303,19.4,70.0,65.0,0,4.4508929235253,4.516139514731369,0.0,30.0,1,0
304,21.3,82.0,64.0,0,7.0,7.0,0.2,28.0,0,0
305,19.9,59.0,53.0,0,4.4508929235253,4.516139514731369,0.2,44.0,1,0
306,11.5,95.0,62.0,0,4.4508929235253,4.516139514731369,0.6,24.0,0,0
307,14.8,79.0,78.0,0,4.4508929235253,4.516139514731369,0.6,39.0,1,0
308,9.2,65.0,32.0,0,1.0,4.516139514731369,0.0,35.0,0,0
309,7.0,94.0,40.0,0,4.4508929235253,4.516139514731369,0.0,24.0,0,0
310,6.2,64.0,53.0,0,4.4508929235253,8.0,0.0,48.0,0,0
311,22.3,50.0,26.0,0,1.0,4.516139514731369,0.0,37.0,0,0
312,17.0,75.0,61.0,0,7.0,8.0,0.0,35.0,0,0
313,17.2,68.0,62.0,0,4.4508929235253,4.516139514731369,0.0,26.0,0,0
314,25.0,56.0,30.0,0,3.0,3.0,0.0,37.0,0,0
315,12.2,65.0,71.0,0,4.4508929235253,4.516139514731369,0.0,57.0,0,0
316,13.6,55.0,68.0,0,7.0,8.0,0.0,46.0,1,0
317,8.2,71.0,66.0,0,4.4508929235253,4.516139514731369,0.0,35.0,1,0
318,10.4,87.0,68.0,1,4.4508929235253,4.516139514731369,1.4,56.0,1,0
319,8.5,80.0,58.0,0,7.0,5.0,0.0,31.0,0,0
320,9.6,74.0,66.0,0,4.4508929235253,4.516139514731369,1.0,35.0,0,0
321,7.6,45.0,34.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
322,8.7,77.0,54.0,0,4.4508929235253,4.516139514731369,1.0,24.0,0,0
323,0.4,99.0,48.0,0,4.4508929235253,4.516139514731369,0.0,37.0,0,0
324,15.0,83.0,24.0,0,4.4508929235253,4.516139514731369,0.0,31.0,0,0
325,14.5,73.0,90.0,0,4.4508929235253,4.516139514731369,0.0,39.0,1,1
326,12.0,71.0,34.0,0,7.0,4.516139514731369,0.0,41.0,0,0
327,2.3,68.89557674171047,51.56762611023353,0,4.4508929235253,4.516139514731369,0.0,20.0,0,0
328,25.4,63.0,42.0,0,4.4508929235253,6.0,0.2,52.0,1,0
329,12.6,65.0,51.56762611023353,0,3.0,4.516139514731369,0.0,40.032002287991006,0,0
330,5.6,66.0,49.0,0,3.0,6.0,0.0,50.0,0,0
331,13.8,84.0,46.0,0,4.4508929235253,4.516139514731369,0.4,19.0,0,0
332,13.0,88.0,78.0,0,4.4508929235253,4.516139514731369,0.0,43.0,1,0
333,12.7,56.0,36.0,0,4.4508929235253,4.516139514731369,0.0,39.0,0,0
334,10.6,79.0,50.0,0,5.0,6.0,0.0,33.0,0,0
335,13.4,46.0,32.0,0,1.0,4.516139514731369,0.0,28.0,0,0
336,0.0,92.0,54.0,0,4.4508929235253,4.516139514731369,0.2,19.0,0,0
