,Kelembaban9am,Kelembaban3pm,Awan9am,Awan3pm,Hujan,bersalju_hari_ini,prediction
139,82.0,47.0,4.4508929235253,4.516139514731369,0.0,0,0
140,70.0,64.0,4.4508929235253,4.516139514731369,0.0,0,0
141,70.0,64.0,1.0,4.0,0.0,0,0
142,52.0,50.0,2.0,7.0,0.0,0,0
143,68.0,59.0,7.0,8.0,0.2,0,0
144,82.0,37.0,4.4508929235253,4.516139514731369,0.0,0,0
145,58.0,39.0,7.0,4.0,0.0,0,0
146,49.0,29.0,4.0,6.0,0.0,0,0
147,85.0,90.0,4.4508929235253,4.516139514731369,0.6,0,0
148,71.0,41.0,1.0,4.516139514731369,0.0,0,0
149,41.0,12.0,0.0,3.0,0.0,0,0
150,95.0,66.0,4.4508929235253,4.516139514731369,0.2,0,0
151,71.0,41.0,4.4508929235253,4.516139514731369,0.2,0,0
152,61.0,39.0,5.0,3.0,0.0,0,0
153,95.0,76.0,8.0,4.516139514731369,0.0,0,0
154,55.0,52.0,2.0,7.0,0.0,0,0
155,87.0,41.0,4.4508929235253,4.516139514731369,0.0,0,0
156,67.0,49.0,5.0,5.0,0.0,0,0
157,85.0,64.0,4.4508929235253,4.516139514731369,2.0,1,1
158,65.0,34.0,4.4508929235253,3.0,0.0,0,0
159,80.0,61.0,4.4508929235253,4.516139514731369,0.0,0,0
160,69.0,62.0,6.0,6.0,1.6,1,1
161,52.0,30.0,4.4508929235253,4.516139514731369,0.0,0,0
162,62.0,51.0,4.4508929235253,4.516139514731369,1.6,1,1
163,57.0,38.0,6.0,4.0,0.0,0,0
164,56.0,22.0,4.4508929235253,4.516139514731369,0.0,0,0
165,65.0,72.0,4.4508929235253,4.516139514731369,0.0,0,0
166,63.0,36.0,6.0,7.0,0.0,0,0
167,68.0,61.0,4.4508929235253,4.516139514731369,0.0,0,0
168,53.0,32.0,1.0,3.0,0.0,0,0
169,81.0,52.0,8.0,3.0,1.0,0,1
170,79.0,46.0,4.4508929235253,4.516139514731369,0.0,0,0
171,81.0,50.0,4.4508929235253,4.516139514731369,0.0,0,0
172,52.0,35.0,4.4508929235253,4.516139514731369,0.0,0,0
173,72.0,17.0,4.4508929235253,4.516139514731369,0.0,0,0
174,78.0,75.0,4.4508929235253,4.516139514731369,0.0,0,0
175,94.0,74.0,4.4508929235253,4.516139514731369,1.0,0,1
176,82.0,28.0,4.4508929235253,4.516139514731369,0.0,0,0
177,65.0,58.0,7.0,4.0,1.2,1,1
178,68.89557674171047,51.56762611023353,4.4508929235253,4.516139514731369,0.0,0,0
179,34.0,13.0,4.4508929235253,4.516139514731369,0.0,0,0
180,75.0,60.0,4.4508929235253,4.516139514731369,0.0,0,0
181,100.0,67.0,4.4508929235253,4.516139514731369,0.0,0,0
182,61.0,57.0,7.0,7.0,0.0,0,0
183,55.0,75.0,4.0,7.0,1.2,1,1
184,56.0,45.0,4.4508929235253,4.516139514731369,0.0,0,0
185,72.0,52.0,4.0,4.0,0.0,0,0
186,80.0,59.0,4.4508929235253,4.516139514731369,0.0,0,0
187,74.0,81.0,7.0,8.0,0.0,0,0
188,82.0,61.0,1.0,7.0,0.2,0,0
189,83.0,69.0,8.0,7.0,0.6,0,0
190,74.0,37.0,4.4508929235253,4.516139514731369,0.0,0,0
191,61.0,56.0,7.0,3.0,0.0,0,0
192,76.0,91.0,4.4508929235253,4.516139514731369,0.0,0,0
193,65.0,69.0,4.4508929235253,4.516139514731369,0.0,0,0
194,48.0,58.0,4.4508929235253,4.516139514731369,0.0,0,0
195,54.0,44.0,4.4508929235253,8.0,0.0,0,0
196,36.0,24.0,4.4508929235253,4.516139514731369,0.0,0,0
197,66.0,65.0,4.4508929235253,4.516139514731369,1.4,1,1
198,95.0,54.0,7.0,6.0,0.0,0,0
199,64.0,47.0,4.4508929235253,4.516139514731369,0.0,0,0
200,76.0,59.0,4.4508929235253,4.516139514731369,0.0,0,0
201,49.0,82.0,5.0,7.0,0.0,0,0
202,66.0,44.0,1.0,5.0,1.2,1,1
203,99.0,93.0,8.0,8.0,1.6,1,1
204,42.0,27.0,3.0,6.0,0.0,0,0
205,75.0,70.0,4.4508929235253,4.516139514731369,0.0,0,0
206,84.0,74.0,8.0,4.516139514731369,0.0,0,0
207,82.0,61.0,4.4508929235253,4.516139514731369,0.0,0,0
208,58.0,64.0,4.4508929235253,4.516139514731369,0.0,0,0
209,71.0,36.0,3.0,5.0,0.0,0,0
210,76.0,40.0,7.0,7.0,0.0,0,0
211,69.0,37.0,4.4508929235253,4.516139514731369,0.0,0,0
212,77.0,72.0,3.0,4.0,0.0,0,0
213,61.0,50.0,4.4508929235253,4.516139514731369,0.0,0,0
214,48.0,47.0,8.0,4.516139514731369,0.0,0,0
215,83.0,50.0,3.0,7.0,0.0,0,0
216,66.0,48.0,3.0,5.0,0.0,0,0
217,53.0,38.0,6.0,5.0,0.0,0,0
218,85.0,74.0,4.4508929235253,4.516139514731369,0.0,0,0
219,60.0,76.0,4.4508929235253,4.516139514731369,0.0,0,0
220,83.0,48.0,4.4508929235253,4.516139514731369,0.2,0,0
221,87.0,92.0,4.4508929235253,4.516139514731369,0.2,0,0
222,56.0,37.0,6.0,7.0,0.0,0,0
223,55.0,51.0,4.4508929235253,4.516139514731369,0.0,0,0
224,72.0,69.0,1.0,8.0,0.0,0,0
225,77.0,69.0,4.4508929235253,4.516139514731369,0.0,0,0
226,34.0,36.0,4.4508929235253,4.516139514731369,0.0,0,0
227,98.0,82.0,4.4508929235253,4.516139514731369,0.2,0,0
228,57.0,52.0,4.4508929235253,4.516139514731369,0.0,0,0
229,99.0,66.0,4.4508929235253,4.516139514731369,0.0,0,0
230,51.0,45.0,4.4508929235253,4.516139514731369,0.0,0,0
231,60.0,29.0,4.4508929235253,4.516139514731369,0.0,0,0
232,52.0,32.0,0.0,6.0,0.0,0,0
233,79.0,51.56762611023353,5.0,4.516139514731369,0.0,0,0
234,100.0,82.0,4.4508929235253,4.516139514731369,0.2,0,0
235,77.0,75.0,4.4508929235253,4.516139514731369,0.8,0,0
236,74.0,77.0,8.0,8.0,0.0,0,0
237,73.0,60.0,4.4508929235253,4.516139514731369,0.2,0,0
238,59.0,76.0,4.4508929235253,4.516139514731369,0.0,0,0
239,70.0,22.0,4.4508929235253,4.516139514731369,0.0,0,0
240,81.0,73.0,4.4508929235253,4.516139514731369,0.0,0,0
241,53.0,47.0,4.4508929235253,4.516139514731369,0.0,0,0
242,83.0,83.0,4.4508929235253,4.516139514731369,2.0,1,1
243,47.0,12.0,4.4508929235253,4.516139514731369,0.0,0,0
244,45.0,51.56762611023353,0.0,4.516139514731369,0.0,0,0
245,49.0,29.0,4.4508929235253,4.516139514731369,0.0,0,0
246,67.0,28.0,4.4508929235253,4.516139514731369,0.0,0,0
247,51.0,26.0,1.0,4.516139514731369,0.0,0,0
248,78.0,50.0,4.4508929235253,4.516139514731369,0.2,0,0
249,86.0,83.0,6.0,8.0,0.0,0,0
250,49.0,35.0,7.0,6.0,0.0,0,0
251,48.0,30.0,5.0,5.0,0.0,0,0
252,86.0,76.0,4.4508929235253,4.516139514731369,0.0,0,0
253,61.0,45.0,7.0,4.0,0.4,0,0
254,77.0,30.0,4.4508929235253,4.516139514731369,0.0,0,0
255,97.0,68.0,8.0,6.0,0.0,0,0
256,38.0,16.0,4.0,3.0,0.0,0,0
257,76.0,51.56762611023353,0.0,4.516139514731369,0.0,0,0
258,74.0,40.0,4.4508929235253,4.516139514731369,0.0,0,0
259,71.0,69.0,6.0,3.0,2.0,1,1
260,74.0,58.0,7.0,7.0,0.0,0,0
261,83.0,44.0,7.0,7.0,0.6,0,0
262,80.0,66.0,7.0,3.0,0.0,0,0
263,82.0,93.0,6.0,7.0,0.0,0,0
264,100.0,53.0,3.0,6.0,0.0,0,0
265,75.0,53.0,7.0,3.0,0.0,0,0
266,52.0,38.0,1.0,7.0,0.0,0,0
267,72.0,71.0,2.0,5.0,0.0,0,0
268,84.0,80.0,4.4508929235253,4.516139514731369,0.4,0,0
269,100.0,100.0,4.4508929235253,4.516139514731369,1.8,1,1
270,97.0,48.0,6.0,5.0,0.6,0,0
271,38.0,19.0,4.4508929235253,4.516139514731369,0.0,0,0
272,61.0,40.0,8.0,7.0,0.0,0,0
273,56.0,48.0,7.0,7.0,0.0,0,0
274,78.0,59.0,5.0,7.0,0.0,0,0
275,51.0,40.0,6.0,7.0,0.0,0,0
276,71.0,74.0,4.4508929235253,4.516139514731369,0.0,0,0
277,98.0,64.0,2.0,8.0,0.2,0,0
278,73.0,60.0,4.4508929235253,4.516139514731369,0.0,0,0
279,81.0,56.0,5.0,6.0,0.0,0,0
280,83.0,57.0,4.4508929235253,4.516139514731369,0.0,0,0
281,94.0,40.0,4.0,3.0,0.0,0,0
282,98.0,77.0,8.0,8.0,0.0,0,0
283,84.0,64.0,6.0,6.0,0.0,0,0
284,65.0,37.0,4.4508929235253,4.516139514731369,0.0,0,0
285,92.0,67.0,8.0,4.0,0.0,0,0
286,75.0,55.0,4.4508929235253,4.516139514731369,0.0,0,0
287,37.0,47.0,4.4508929235253,4.516139514731369,0.6,0,0
288,81.0,53.0,4.4508929235253,4.516139514731369,0.0,0,0
289,36.0,21.0,0.0,5.0,0.0,0,0
290,43.0,24.0,4.4508929235253,4.516139514731369,0.0,0,0
291,63.0,32.0,4.4508929235253,4.516139514731369,0.0,0,0
292,58.0,30.0,4.4508929235253,4.516139514731369,0.0,0,0
293,69.0,92.0,1.0,5.0,0.0,0,0
294,62.0,36.0,1.0,3.0,0.0,0,0
295,86.0,30.0,4.4508929235253,4.516139514731369,0.0,0,0
296,75.0,48.0,6.0,7.0,0.0,0,0
297,70.0,67.0,4.4508929235253,4.516139514731369,0.0,0,0
298,41.0,30.0,0.0,4.516139514731369,0.0,0,0
299,59.0,59.0,4.4508929235253,4.516139514731369,0.0,0,0
300,52.0,48.0,4.4508929235253,4.516139514731369,0.2,0,0
301,89.0,58.0,4.4508929235253,4.516139514731369,0.4,0,0
302,60.0,32.0,1.0,6.0,0.0,0,0
303,70.0,65.0,4.4508929235253,4.516139514731369,0.0,0,0
304,82.0,64.0,7.0,7.0,0.2,0,0
305,59.0,53.0,4.4508929235253,4.516139514731369,0.2,0,0
306,95.0,62.0,4.4508929235253,4.516139514731369,0.6,0,0
307,79.0,78.0,4.4508929235253,4.516139514731369,0.6,0,0
308,65.0,32.0,1.0,4.516139514731369,0.0,0,0
309,94.0,40.0,4.4508929235253,4.516139514731369,0.0,0,0
310,64.0,53.0,4.4508929235253,8.0,0.0,0,0
311,50.0,26.0,1.0,4.516139514731369,0.0,0,0
312,75.0,61.0,7.0,8.0,0.0,0,0
313,68.0,62.0,4.4508929235253,4.516139514731369,0.0,0,0
314,56.0,30.0,3.0,3.0,0.0,0,0
315,65.0,71.0,4.4508929235253,4.516139514731369,0.0,0,0
316,55.0,68.0,7.0,8.0,0.0,0,0
317,71.0,66.0,4.4508929235253,4.516139514731369,0.0,0,0
318,87.0,68.0,4.4508929235253,4.516139514731369,1.4,1,1
319,80.0,58.0,7.0,5.0,0.0,0,0
320,74.0,66.0,4.4508929235253,4.516139514731369,1.0,0,1
321,45.0,34.0,4.4508929235253,4.516139514731369,0.0,0,0
322,77.0,54.0,4.4508929235253,4.516139514731369,1.0,0,1
323,99.0,48.0,4.4508929235253,4.516139514731369,0.0,0,0
324,83.0,24.0,4.4508929235253,4.516139514731369,0.0,0,0
325,73.0,90.0,4.4508929235253,4.516139514731369,0.0,0,0
326,71.0,34.0,7.0,4.516139514731369,0.0,0,0
327,68.89557674171047,51.56762611023353,4.4508929235253,4.516139514731369,0.0,0,0
328,63.0,42.0,4.4508929235253,6.0,0.2,0,0
329,65.0,51.56762611023353,3.0,4.516139514731369,0.0,0,0
330,66.0,49.0,3.0,6.0,0.0,0,0
331,84.0,46.0,4.4508929235253,4.516139514731369,0.4,0,0
332,88.0,78.0,4.4508929235253,4.516139514731369,0.0,0,0
333,56.0,36.0,4.4508929235253,4.516139514731369,0.0,0,0
334,79.0,50.0,5.0,6.0,0.0,0,0
335,46.0,32.0,1.0,4.516139514731369,0.0,0,0
336,92.0,54.0,4.4508929235253,4.516139514731369,0.2,0,0
337,81.0,71.0,4.4508929235253,4.516139514731369,0.0,0,0
338,61.0,61.0,2.0,4.0,0.0,0,0
339,47.0,21.0,4.4508929235253,4.516139514731369,0.0,0,0
340,57.0,46.0,4.4508929235253,4.516139514731369,0.0,0,0
341,61.0,69.0,4.4508929235253,4.516139514731369,0.0,0,0
342,70.0,74.0,5.0,7.0,0.0,0,0
343,64.0,34.0,4.4508929235253,4.0,0.0,0,0
344,78.0,51.56762611023353,2.0,4.516139514731369,0.0,0,0
345,100.0,76.0,8.0,8.0,2.0,1,1
346,81.0,48.0,7.0,5.0,0.0,0,0
347,88.0,47.0,1.0,7.0,0.0,0,0
348,47.0,35.0,4.4508929235253,4.516139514731369,0.0,0,0
349,93.0,51.56762611023353,6.0,4.516139514731369,0.0,0,0
350,94.0,49.0,8.0,4.516139514731369,2.0,1,1
351,99.0,59.0,8.0,7.0,0.0,0,0
352,98.0,49.0,4.4508929235253,4.516139514731369,0.0,0,0
353,41.0,44.0,7.0,3.0,0.0,0,0
354,35.0,16.0,2.0,4.516139514731369,0.0,0,0
355,68.0,50.0,7.0,4.0,0.0,0,0
356,80.0,77.0,1.0,3.0,0.0,0,0
357,79.0,47.0,4.4508929235253,4.516139514731369,0.2,0,0
358,74.0,72.0,1.0,3.0,0.0,0,0
359,92.0,62.0,8.0,8.0,1.0,0,1
360,45.0,21.0,4.4508929235253,4.516139514731369,0.0,0,0
361,31.0,16.0,4.4508929235253,4.516139514731369,0.0,0,0
362,86.0,39.0,4.4508929235253,4.516139514731369,0.0,0,0
363,84.0,39.0,4.4508929235253,4.516139514731369,0.0,0,0
364,73.0,35.0,4.4508929235253,4.516139514731369,0.0,0,0
365,68.0,51.0,4.4508929235253,8.0,0.0,0,0
366,75.0,66.0,5.0,6.0,0.0,0,0
367,99.0,58.0,4.4508929235253,4.516139514731369,1.2,1,1
368,85.0,54.0,5.0,7.0,0.2,0,0
369,57.0,52.0,7.0,7.0,0.0,0,0
370,100.0,60.0,1.0,3.0,0.2,0,0
371,43.0,30.0,4.4508929235253,4.516139514731369,0.0,0,0
372,51.0,47.0,4.4508929235253,4.516139514731369,0.0,0,0
373,65.0,61.0,3.0,4.0,0.0,0,0
374,35.0,80.0,4.4508929235253,7.0,0.0,0,0
375,71.0,70.0,4.4508929235253,4.516139514731369,0.0,0,0
376,49.0,16.0,7.0,7.0,0.0,0,0
377,65.0,46.0,4.4508929235253,4.516139514731369,0.0,0,0
378,40.0,46.0,4.4508929235253,4.516139514731369,0.0,0,0
379,79.0,62.0,4.4508929235253,4.516139514731369,0.0,0,0
380,87.0,37.0,4.4508929235253,4.516139514731369,1.6,1,1
381,54.0,31.0,4.4508929235253,4.516139514731369,0.0,0,0
382,80.0,58.0,4.4508929235253,4.516139514731369,0.0,0,0
383,49.0,44.0,6.0,4.0,0.0,0,0
384,71.0,66.0,4.4508929235253,4.516139514731369,0.0,0,0
385,83.0,65.0,4.4508929235253,4.516139514731369,0.4,0,0
386,46.0,18.0,4.4508929235253,4.516139514731369,0.0,0,0
387,51.0,43.0,4.4508929235253,4.516139514731369,0.6,0,0
388,78.0,51.0,4.4508929235253,4.516139514731369,0.0,0,0
389,45.0,24.0,4.4508929235253,4.516139514731369,0.0,0,0
390,60.0,25.0,4.4508929235253,4.516139514731369,0.0,0,0
391,65.0,63.0,7.0,4.516139514731369,0.0,0,0
392,68.0,51.0,4.4508929235253,4.516139514731369,0.0,0,0
393,68.89557674171047,51.56762611023353,4.4508929235253,4.516139514731369,0.0,0,0
394,63.0,41.0,4.4508929235253,4.516139514731369,0.0,0,0
395,72.0,67.0,7.0,6.0,0.0,0,0
396,69.0,46.0,6.0,4.0,0.0,0,0
397,57.0,26.0,4.4508929235253,4.516139514731369,0.0,0,0
398,99.0,56.0,8.0,4.516139514731369,0.0,0,0
399,63.0,65.0,6.0,6.0,0.0,0,0
400,97.0,71.0,4.4508929235253,4.516139514731369,0.2,0,0
401,61.0,52.0,4.4508929235253,4.516139514731369,0.0,0,0
402,96.0,50.0,4.4508929235253,4.516139514731369,1.0,0,1
403,35.0,42.0,4.4508929235253,5.0,0.0,0,0
404,57.0,48.0,4.4508929235253,4.516139514731369,0.0,0,0
405,75.0,67.0,1.0,8.0,0.0,0,0
406,56.0,33.0,3.0,4.516139514731369,0.0,0,0
407,82.0,46.0,4.0,5.0,0.2,0,0
408,99.0,51.56762611023353,4.4508929235253,4.516139514731369,0.0,0,0
409,55.0,39.0,4.4508929235253,4.516139514731369,0.2,0,0
410,46.0,53.0,4.4508929235253,4.516139514731369,0.0,0,0
411,58.0,54.0,4.4508929235253,4.516139514731369,0.0,0,0
412,80.0,71.0,4.4508929235253,4.516139514731369,0.0,0,0
413,90.0,56.0,1.0,7.0,0.0,0,0
414,85.0,84.0,4.4508929235253,4.516139514731369,0.0,0,0
415,88.0,75.0,8.0,4.0,1.4,1,1
416,55.0,43.0,4.4508929235253,4.516139514731369,0.0,0,0
417,68.0,55.0,7.0,3.0,1.2,1,1
418,76.0,52.0,7.0,6.0,0.0,0,0
419,86.0,57.0,2.0,3.0,0.0,0,0
420,62.0,39.0,2.0,4.0,0.0,0,0
421,48.0,33.0,5.0,5.0,0.0,0,0
422,70.0,49.0,4.4508929235253,4.516139514731369,0.0,0,0
423,99.0,74.0,8.0,8.0,0.0,0,0
424,55.0,30.0,4.4508929235253,4.516139514731369,0.0,0,0
425,82.0,37.0,1.0,4.0,0.8,0,0
426,65.0,64.0,2.0,3.0,0.0,0,0
427,84.0,72.0,2.0,6.0,0.0,0,0
428,76.0,29.0,4.4508929235253,4.516139514731369,0.2,0,0
429,79.0,46.0,7.0,7.0,1.8,1,1
430,59.0,51.0,4.4508929235253,4.516139514731369,0.2,0,0
431,91.0,43.0,4.4508929235253,4.516139514731369,0.0,0,0
432,59.0,43.0,4.4508929235253,4.516139514731369,0.0,0,0
433,60.0,63.0,4.4508929235253,4.516139514731369,0.0,0,0
434,65.0,36.0,4.4508929235253,4.516139514731369,0.0,0,0
435,82.0,51.56762611023353,1.0,4.516139514731369,0.2,0,0
436,90.0,51.56762611023353,8.0,4.516139514731369,1.6,1,1
437,67.0,37.0,3.0,5.0,0.0,0,0
438,49.0,18.0,4.4508929235253,4.516139514731369,0.0,0,0
439,67.0,65.0,4.4508929235253,4.516139514731369,0.0,0,0
440,94.0,68.0,7.0,7.0,0.0,0,0
441,69.0,45.0,8.0,4.516139514731369,0.0,0,0
442,91.0,60.0,1.0,4.516139514731369,0.0,0,0
443,82.0,51.56762611023353,1.0,4.516139514731369,0.6,0,0
444,70.0,50.0,3.0,3.0,0.4,0,0
445,81.0,46.0,7.0,3.0,0.0,0,0
446,53.0,37.0,4.4508929235253,4.516139514731369,0.0,0,0
447,71.0,34.0,4.4508929235253,4.516139514731369,0.0,0,0
448,57.0,44.0,4.4508929235253,4.516139514731369,0.0,0,0
449,66.0,61.0,4.4508929235253,4.516139514731369,0.0,0,0
